"PTM1","PTM2","Log2FoldChange","pvalue"
"H4K5acK12acK16ac","H1.2K33ac",-0.221680051062388,0.1526
"H1.2K33ac","H4K5acK12acK16ac",-0.221680051062388,0.1526
"H4K5acK12ac","H4K8acK16ac",-0.661773154138127,0.1538
"H4K8acK16ac","H4K5acK12ac",-0.661773154138127,0.1538
"H1.5K33ac","H4K8acK16ac",0.0700916089538679,0.1542
"H4K8acK16ac","H1.5K33ac",0.0700916089538679,0.1542
"H3K9me3","H4K12ac",-0.0635230245450597,0.1574
"H4K12ac","H3K9me3",-0.0635230245450597,0.1574
"H2AJK5acK9ac","H3K4me",-0.105527047618103,0.1576
"H3K4me","H2AJK5acK9ac",-0.105527047618103,0.1576
"H4K16ac","H3K9meK14ac",0.0463034807095968,0.1604
"H3K9meK14ac","H4K16ac",0.0463034807095968,0.1604
"H3K18ac","H3K23su",0.141797471899548,0.1614
"H3K23su","H3K18ac",0.141797471899548,0.1614
"H4K5acK8acK12ac","H3K9me2K14ac",0.632446284159787,0.1618
"H3K9me2K14ac","H4K5acK8acK12ac",0.632446284159787,0.1618
"H3K9meK14ac","H4K5acK8ac",0.165935770694984,0.1628
"H4K5acK8ac","H3K9meK14ac",0.165935770694984,0.1628
"H4K5acK8acK12ac","H4K5acK8acK16ac",0.429952703690631,0.1628
"H4K5acK8acK16ac","H4K5acK8acK12ac",0.429952703690631,0.1628
"H3K9me","H4K8ac",0.743738941110141,0.1664
"H4K8acK16ac","H4K5acK8ac",-0.22448134237005,0.1664
"H4K5acK8ac","H4K8acK16ac",-0.22448134237005,0.1664
"H4K8ac","H3K9me",0.743738941110141,0.1664
"H2AJK5acK9ac","H3K27meK36me2",0.692603995122179,0.1674
"H3K27meK36me2","H2AJK5acK9ac",0.692603995122179,0.1674
"H2A1AK5ac","H3K9me2K14ac",0.168679403284281,0.1682
"H3K9me2K14ac","H2A1AK5ac",0.168679403284281,0.1682
"H4K16ac","H3K9me3K14ac",0.327369907329847,0.1706
"H3K9me3K14ac","H4K16ac",0.327369907329847,0.1706
"H3K9me2","H3K27meK36me2",-0.168985325317284,0.1708
"H3K27meK36me2","H3K9me2",-0.168985325317284,0.1708
"H3K23su","H4K5acK8ac",0.0114033703320561,0.171
"H4K5acK8ac","H3K23su",0.0114033703320561,0.171
"H4K5acK8acK12ac","H2A1BK15ac",0.100708994301512,0.1714
"H2A1BK15ac","H4K5acK8acK12ac",0.100708994301512,0.1714
"H2AJK5acT6ac","H2AJK5acK9ac",-0.0943510036957683,0.1718
"H2AJK5acK9ac","H2AJK5acT6ac",-0.0943510036957683,0.1718
"H2A1AK5ac","H2A1BK15ac",0.134979018573094,0.1808
"H2A1BK15ac","H2A1AK5ac",0.134979018573094,0.1808
"H1.5K33ac","H3K23ac",0.034753358975311,0.183
"H3K23ac","H1.5K33ac",0.034753358975311,0.183
"H3K23ac","H3K23su",0.306568829831303,0.1834
"H4K8acK12ac","H3K23su",0.256652398589147,0.1834
"H3K23su","H3K23ac",0.306568829831303,0.1834
"H3K23su","H4K8acK12ac",0.256652398589147,0.1834
"H3K9me","H3K18acK23ac",0.239905672397762,0.1848
"H3K18acK23ac","H3K9me",0.239905672397762,0.1848
"H3K18ac","H3K9me3",0.631822855833513,0.1878
"H3K9me3","H3K18ac",0.631822855833513,0.1878
"H2AJK5acK9ac","H2A1AK5ac",-0.118127999686345,0.1896
"H2A1AK5ac","H2AJK5acK9ac",-0.118127999686345,0.1896
"H4K5acK16ac","H2A1BK15ac",-0.0209262563284737,0.1926
"H2A1BK15ac","H4K5acK16ac",-0.0209262563284737,0.1926
"H3K23ac","H4K5acK12acK16ac",0.237655403182781,0.1958
"H4K5acK12acK16ac","H3K23ac",0.237655403182781,0.1958
"H3K23su","H4K12ac",-0.00790425928085609,0.1974
"H4K12ac","H3K23su",-0.00790425928085609,0.1974
"H3K18acK23ac","H4K12ac",-0.063210077878512,0.1984
"H4K12ac","H3K18acK23ac",-0.063210077878512,0.1984
"H3K9me2","H2A1BK15ac",-0.356996349933268,0.199
"H2A1BK15ac","H3K9me2",-0.356996349933268,0.199
"H3K23su","H3K36me2",-0.241886786830515,0.2004
"H3K36me2","H3K23su",-0.241886786830515,0.2004
"H4K5acK8acK12acK16ac","H3K9meK14ac",0.221790922198692,0.2004
"H3K9meK14ac","H4K5acK8acK12acK16ac",0.221790922198692,0.2004
"H3K23ac","H2AJK5acT6ac",0.150754855481819,0.2022
"H2AJK5acT6ac","H3K23ac",0.150754855481819,0.2022
"H1.5K33ac","H4K12ac",0.26158175108401,0.205
"H4K12ac","H1.5K33ac",0.26158175108401,0.205
"H3K27me2K36me","H4K8acK12acK16ac",-0.0524759454779685,0.2052
"H4K8acK12acK16ac","H3K27me2K36me",-0.0524759454779685,0.2052
"H2A1AK5ac","H3K4me",-0.261889165607289,0.2082
"H3K4me","H2A1AK5ac",-0.261889165607289,0.2082
"H4K5acK8acK16ac","H4K8ac",-0.390660616489244,0.2084
"H4K8ac","H4K5acK8acK16ac",-0.390660616489244,0.2084
"H4K8acK12ac","H3K9me",-0.102042416224802,0.2084
"H3K9me","H4K8acK12ac",-0.102042416224802,0.2084
"H4K12acK16ac","H3K23su",-0.00721724094657258,0.2098
"H3K23su","H4K12acK16ac",-0.00721724094657258,0.2098
"H3K79me","H4K8acK16ac",-0.219126959263974,0.2134
"H4K8acK16ac","H3K79me",-0.219126959263974,0.2134
"H4K5acK8acK12ac","H4K5acK16ac",0.655572459358309,0.214
"H4K5acK16ac","H4K5acK8acK12ac",0.655572459358309,0.214
"H4K5acK16ac","H4K5ac",0.318533842697643,0.2156
"H4K5ac","H4K5acK16ac",0.318533842697643,0.2156
"H4K5acK12acK16ac","H4K5acK8ac",0.158742575990081,0.2166
"H4K5acK8ac","H4K5acK12acK16ac",0.158742575990081,0.2166
"H4K16ac","H3K9me",-0.159013381195611,0.2174
"H3K9me","H4K16ac",-0.159013381195611,0.2174
"H3K79me","H4K5acK16ac",-0.237314363273639,0.2196
"H4K5acK16ac","H3K79me",-0.237314363273639,0.2196
"H2A1AK5ac","H3K9meK14ac",0.0941888727426657,0.2198
"H3K9meK14ac","H2A1AK5ac",0.0941888727426657,0.2198
"H4K8acK12ac","H2AJK5acT6ac",-0.0873058617920419,0.222
"H2AJK5acT6ac","H4K8acK12ac",-0.0873058617920419,0.222
"H1K25me","H3K18ac",-0.0121710410732432,0.2242
"H3K18ac","H1K25me",-0.0121710410732432,0.2242
"H4K12acK16ac","H2A1BK15ac",0.343620743655344,0.2252
"H2A1BK15ac","H4K12acK16ac",0.343620743655344,0.2252
"H4K5acK12acK16ac","H3K9meK14ac",0.421668705086949,0.2296
"H3K9meK14ac","H4K5acK12acK16ac",0.421668705086949,0.2296
"H2AJK5acT6ac","H3K79me",-0.101268454737208,0.2296
"H3K79me","H2AJK5acT6ac",-0.101268454737208,0.2296
"H4K5acK8acK12acK16ac","H4K5ac",-0.0818481392919113,0.231
"H4K5ac","H4K5acK8acK12acK16ac",-0.0818481392919113,0.231
"H3K9me2K14ac","H3K18acK23ac",-0.0349933015775049,0.2342
"H3K27me2K36me","H4K5ac",-0.00702790905683147,0.2342
"H3K18acK23ac","H3K9me2K14ac",-0.0349933015775049,0.2342
"H4K5ac","H3K27me2K36me",-0.00702790905683147,0.2342
"H4K5acK8acK12acK16ac","H4K12ac",0.0510376791311642,0.2358
"H4K12ac","H4K5acK8acK12acK16ac",0.0510376791311642,0.2358
"H4K8acK12ac","H3K79me",-0.138708528510607,0.2366
"H3K79me","H4K8acK12ac",-0.138708528510607,0.2366
"H3K36me2","H3K9me2",-0.0952770444043026,0.2382
"H3K9me2","H3K36me2",-0.0952770444043026,0.2382
"H4K5acK12ac","H3K9me3K14ac",-0.0142369790989726,0.2388
"H3K9me3K14ac","H4K5acK12ac",-0.0142369790989726,0.2388
"H4K5acK12ac","H3K9me2K14ac",-0.83012271708703,0.24
"H3K9me2K14ac","H4K5acK12ac",-0.83012271708703,0.24
"H4K16ac","H3K9me3",0.65123530279673,0.2404
"H3K9me3","H4K16ac",0.65123530279673,0.2404
"H4K5acK8acK12acK16ac","H3K9me2K14ac",0.151634785126448,0.241
"H3K9me2K14ac","H4K5acK8acK12acK16ac",0.151634785126448,0.241
"H3K79me","H4K5ac",0.0740181225478885,0.242
"H4K5ac","H3K79me",0.0740181225478885,0.242
"H4K5acK12acK16ac","H4K8ac",0.126176398412946,0.2448
"H4K8ac","H4K5acK12acK16ac",0.126176398412946,0.2448
"H3K23ac","H4K12acK16ac",0.153029924801378,0.2476
"H4K12acK16ac","H3K23ac",0.153029924801378,0.2476
"H4K5acK8acK16ac","H4K5acK8ac",0.213821977075469,0.248
"H4K5acK8ac","H4K5acK8acK16ac",0.213821977075469,0.248
"H2AJK5acT6ac","H4K8ac",0.508716743143266,0.2544
"H4K8ac","H2AJK5acT6ac",0.508716743143266,0.2544
"H3K9me","H3K9meK14ac",-0.00439759118216538,0.26
"H3K9meK14ac","H3K9me",-0.00439759118216538,0.26
"H3K9meK14ac","H2A1BK15ac",0.202327748449343,0.2614
"H2A1BK15ac","H3K9meK14ac",0.202327748449343,0.2614
"H3K23su","H2A1BK15ac",0.831572086032287,0.2624
"H2A1BK15ac","H3K23su",0.831572086032287,0.2624
"H1.5K33ac","H4K8ac",0.263048299214515,0.263
"H4K8ac","H1.5K33ac",0.263048299214515,0.263
"H4K8acK16ac","H3K23su",0.289863804059271,0.265
"H3K23su","H4K8acK16ac",0.289863804059271,0.265
"H3K79me","H3K9me2K14ac",-0.559972251554231,0.2676
"H3K9me2K14ac","H3K79me",-0.559972251554231,0.2676
"H2A1AK5ac","H3K18acK23ac",0.0320496508705985,0.2684
"H3K18acK23ac","H2A1AK5ac",0.0320496508705985,0.2684
"H3K9me","H2A1AK5ac",0.474605722079021,0.272
"H2A1AK5ac","H3K9me",0.474605722079021,0.272
"H4K8acK16ac","H2A1BK15ac",-0.330375883430939,0.2736
"H2A1BK15ac","H4K8acK16ac",-0.330375883430939,0.2736
"H4K5acK12ac","H3K27me2K36me",0.0830455893667718,0.2754
"H3K27me2K36me","H4K5acK12ac",0.0830455893667718,0.2754
"H3K18ac","H4K8ac",-0.247649328718269,0.2756
"H4K8ac","H3K18ac",-0.247649328718269,0.2756
"H4K5acK8acK12acK16ac","H3K23su",0.217696647262739,0.2802
"H3K23su","H4K5acK8acK12acK16ac",0.217696647262739,0.2802
"H2AJK5acK9ac","H3K14ac",-0.259805126286679,0.2818
"H3K14ac","H2AJK5acK9ac",-0.259805126286679,0.2818
"H3K4me","H4K5acK8ac",-0.152364495009743,0.2828
"H4K5acK8ac","H3K4me",-0.152364495009743,0.2828
"H4K8acK12acK16ac","H3K9me2",-0.00983808742964496,0.2844
"H3K9me2","H4K8acK12acK16ac",-0.00983808742964496,0.2844
"H3K36me2","H3K9me3",-0.861434835912415,0.2868
"H3K9me3","H3K36me2",-0.861434835912415,0.2868
"H4K16ac","H1.2K33ac",0.769857407924782,0.2874
"H1.2K33ac","H4K16ac",0.769857407924782,0.2874
"H3K9acK14ac","H3K9me3",-0.639673858043027,0.288
"H3K9me3","H3K9acK14ac",-0.639673858043027,0.288
"H4K5acK16ac","H4K5acK8ac",0.270188107824091,0.2902
"H4K5acK8ac","H4K5acK16ac",0.270188107824091,0.2902
"H3K23ac","H4K5acK12ac",-0.305693963700199,0.2938
"H4K5acK12ac","H3K23ac",-0.305693963700199,0.2938
"H3K9me2","H4K12ac",-0.815950671017348,0.2944
"H4K12ac","H3K9me2",-0.815950671017348,0.2944
"H4K5acK12ac","H2A1AK5ac",-0.881790954600791,0.2982
"H2A1AK5ac","H4K5acK12ac",-0.881790954600791,0.2982
"H3K27me2K36me","H2A1BK15ac",-0.0947043414239274,0.2986
"H2A1BK15ac","H3K27me2K36me",-0.0947043414239274,0.2986
"H1.2K33ac","H3K9me2",0.886029598941112,0.3044
"H3K9me2","H1.2K33ac",0.886029598941112,0.3044
"H2AJK5acT6ac","H3K9me2K14ac",0.651519233587357,0.3102
"H3K9me2K14ac","H2AJK5acT6ac",0.651519233587357,0.3102
"H2AJK5acT6ac","H3K9acK14ac",0.501203656845895,0.3112
"H3K9acK14ac","H2AJK5acT6ac",0.501203656845895,0.3112
"H4K8acK12ac","H3K14ac",0.285387944344356,0.312
"H3K14ac","H4K8acK12ac",0.285387944344356,0.312
"H4K8acK16ac","H3K9ac",0.142385654707862,0.3122
"H3K9ac","H4K8acK16ac",0.142385654707862,0.3122
"H4K16ac","H3K14ac",-0.499721340316771,0.3122
"H3K14ac","H4K16ac",-0.499721340316771,0.3122
"H4K8acK16ac","H3K27meK36me2",-0.179459996049429,0.3168
"H1.5K33ac","H3K9me3",-0.117828077337688,0.3168
"H3K27meK36me2","H4K8acK16ac",-0.179459996049429,0.3168
"H3K9me3","H1.5K33ac",-0.117828077337688,0.3168
"H4K5acK12acK16ac","H3K9me2K14ac",0.474194061450893,0.3206
"H3K9me2K14ac","H4K5acK12acK16ac",0.474194061450893,0.3206
"H3K23su","H3K9me2",-0.181700899548687,0.3216
"H3K9me2","H3K23su",-0.181700899548687,0.3216
"H3K14ac","H4K5ac",-0.594382561657236,0.3286
"H4K5ac","H3K14ac",-0.594382561657236,0.3286
"H4K5acK8acK12ac","H3K9meK14ac",0.918825057036133,0.3332
"H3K9meK14ac","H4K5acK8acK12ac",0.918825057036133,0.3332
"H2AJK5acT6ac","H4K5acK12ac",-0.122881177421446,0.3346
"H4K5acK12ac","H2AJK5acT6ac",-0.122881177421446,0.3346
"H3K9acK14ac","H3K9me2K14ac",-0.00701501931383712,0.337
"H3K9me2K14ac","H3K9acK14ac",-0.00701501931383712,0.337
"H3K79me","H3K27me2K36me",-0.228904002512666,0.3392
"H3K27me2K36me","H3K79me",-0.228904002512666,0.3392
"H4K8acK12acK16ac","H3K9acK14ac",-0.408225528721172,0.3426
"H3K9acK14ac","H4K8acK12acK16ac",-0.408225528721172,0.3426
"H3K23ac","H3K36me2",0.400407262587555,0.3438
"H3K36me2","H3K23ac",0.400407262587555,0.3438
"H3K9meK14ac","H3K36me2",-0.223304147502762,0.345
"H3K36me2","H3K9meK14ac",-0.223304147502762,0.345
"H3K9me","H4K8acK12acK16ac",0.309999214045238,0.3468
"H4K8acK12acK16ac","H3K9me",0.309999214045238,0.3468
"H4K16ac","H3K27meK36me2",-0.621662711667105,0.3472
"H3K27meK36me2","H4K16ac",-0.621662711667105,0.3472
"H3K9ac","H4K12ac",1.15774653142117,0.3484
"H4K12ac","H3K9ac",1.15774653142117,0.3484
"H3K18acK23ac","H4K8ac",-0.171527516588104,0.349
"H4K8ac","H3K18acK23ac",-0.171527516588104,0.349
"H3K23ac","H3K9meK14ac",0.244935272853305,0.3558
"H3K9meK14ac","H3K23ac",0.244935272853305,0.3558
"H4K12acK16ac","H3K9me2K14ac",-0.224324454038239,0.364
"H3K9me2K14ac","H4K12acK16ac",-0.224324454038239,0.364
"H3K27me2K36me","H3K9me3",1.05680633897791,0.3666
"H3K9me3","H3K27me2K36me",1.05680633897791,0.3666
"H3K9me3","H4K5ac",-0.0282779180110106,0.3674
"H4K5ac","H3K9me3",-0.0282779180110106,0.3674
"H4K5acK8acK12acK16ac","H4K5acK16ac",-0.0270452281053783,0.3676
"H4K5acK16ac","H4K5acK8acK12acK16ac",-0.0270452281053783,0.3676
"H3K18ac","H4K12ac",-0.48222735210831,0.3722
"H4K12ac","H3K18ac",-0.48222735210831,0.3722
"H1K25me","H1.5K33ac",-0.217296052635539,0.3724
"H1.5K33ac","H1K25me",-0.217296052635539,0.3724
"H3K36me2","H1.2K33ac",-1.05440774581757,0.373
"H1.2K33ac","H3K36me2",-1.05440774581757,0.373
"H3K9meK14ac","H3K27meK36me2",0.275047362107138,0.3738
"H3K27meK36me2","H3K9meK14ac",0.275047362107138,0.3738
"H3K9me2K14ac","H2A1BK15ac",-0.223038059856134,0.3746
"H2A1BK15ac","H3K9me2K14ac",-0.223038059856134,0.3746
"H4K12acK16ac","H3K4me",-0.397329663974378,0.3748
"H3K4me","H4K12acK16ac",-0.397329663974378,0.3748
"H3K79me","H4K5acK8ac",-0.0620935122822947,0.375
"H4K5acK8ac","H3K79me",-0.0620935122822947,0.375
"H3K79me","H3K9ac",-0.25256958652641,0.3772
"H3K9ac","H3K79me",-0.25256958652641,0.3772
"H1K25me","H2A1AK5ac",-1.3010071088734,0.3778
"H2A1AK5ac","H1K25me",-1.3010071088734,0.3778
"H4K5acK12ac","H3K27meK36me2",0.283699934135918,0.381
"H2AJK5acT6ac","H4K5acK12acK16ac",-0.20715777596896,0.381
"H3K27meK36me2","H4K5acK12ac",0.283699934135918,0.381
"H4K5acK12acK16ac","H2AJK5acT6ac",-0.20715777596896,0.381
"H2AJK5acK9ac","H3K18ac",-1.06684443356653,0.382
"H3K18ac","H2AJK5acK9ac",-1.06684443356653,0.382
"H3K14ac","H2A1AK5ac",-0.0108377362216204,0.3826
"H2A1AK5ac","H3K14ac",-0.0108377362216204,0.3826
"H1K25me","H3K9me",-0.4942846088045,0.3842
"H3K9me","H1K25me",-0.4942846088045,0.3842
"H2AJK5acK9ac","H4K5acK12ac",-0.470529559584333,0.39
"H4K5acK12ac","H2AJK5acK9ac",-0.470529559584333,0.39
"H4K8acK12ac","H4K12acK16ac",-0.10772075357695,0.3902
"H4K12acK16ac","H4K8acK12ac",-0.10772075357695,0.3902
"H3K79me","H4K5acK12acK16ac",-0.20471294736497,0.3954
"H4K5acK12acK16ac","H3K79me",-0.20471294736497,0.3954
"H1K25me","H2A1BK15ac",0.0594927211345701,0.3956
"H2A1BK15ac","H1K25me",0.0594927211345701,0.3956
"H4K12acK16ac","H3K18acK23ac",0.188611627241526,0.3986
"H3K18acK23ac","H4K12acK16ac",0.188611627241526,0.3986
"H1K25me","H3K9ac",0.281709709205848,0.4042
"H3K14ac","H3K79me",-0.292665384939462,0.4042
"H3K79me","H3K14ac",-0.292665384939462,0.4042
"H3K9ac","H1K25me",0.281709709205848,0.4042
"H2AJK5acT6ac","H3K9me3",-0.334574897428394,0.4046
"H3K9me3","H2AJK5acT6ac",-0.334574897428394,0.4046
"H4K5acK8acK12acK16ac","H4K5acK8ac",-0.0266675286787523,0.4052
"H4K5acK8ac","H4K5acK8acK12acK16ac",-0.0266675286787523,0.4052
"H4K16ac","H4K12ac",-0.325681280423789,0.4056
"H4K12ac","H4K16ac",-0.325681280423789,0.4056
"H3K9acK14ac","H3K23su",0.0016570070643093,0.4064
"H3K23su","H3K9acK14ac",0.0016570070643093,0.4064
"H2A1BK15ac","H4K5ac",0.0413150796150072,0.4078
"H4K5ac","H2A1BK15ac",0.0413150796150072,0.4078
"H3K27me2K36me","H4K8ac",-0.107675122954732,0.4082
"H4K8ac","H3K27me2K36me",-0.107675122954732,0.4082
"H1.5K33ac","H3K36me2",-0.119657274135202,0.4116
"H3K36me2","H1.5K33ac",-0.119657274135202,0.4116
"H3K9me","H3K9ac",0.185942028918201,0.4166
"H3K9ac","H3K9me",0.185942028918201,0.4166
"H2AJK5acK9ac","H4K5acK8ac",0.389802983976716,0.4194
"H4K5acK8ac","H2AJK5acK9ac",0.389802983976716,0.4194
"H3K9meK14ac","H4K8ac",0.0374106417140963,0.4238
"H4K8ac","H3K9meK14ac",0.0374106417140963,0.4238
"H4K16ac","H3K9ac",-0.644365647159656,0.425
"H3K9ac","H4K16ac",-0.644365647159656,0.425
"H3K9ac","H3K27meK36me2",0.133883246371115,0.426
"H3K27meK36me2","H3K9ac",0.133883246371115,0.426
"H4K8acK12ac","H3K36me2",-0.125956205102985,0.4302
"H3K36me2","H4K8acK12ac",-0.125956205102985,0.4302
"H3K9ac","H3K18acK23ac",-0.237306773467591,0.4304
"H3K18acK23ac","H3K9ac",-0.237306773467591,0.4304
"H1.2K33ac","H3K9me3",-0.54142857504857,0.4306
"H3K9me3","H1.2K33ac",-0.54142857504857,0.4306
"H1K25me","H4K12acK16ac",-0.486243812704932,0.4334
"H4K12acK16ac","H1K25me",-0.486243812704932,0.4334
"H2AJK5acT6ac","H2A1BK15ac",-0.0892050174019711,0.4338
"H2A1BK15ac","H2AJK5acT6ac",-0.0892050174019711,0.4338
"H4K8acK16ac","H3K9me2K14ac",0.0802073349532534,0.435
"H3K9me2K14ac","H4K8acK16ac",0.0802073349532534,0.435
"H2A1AK5ac","H4K5ac",-0.31658980734681,0.4412
"H4K5ac","H2A1AK5ac",-0.31658980734681,0.4412
"H4K5acK12ac","H3K9me",0.644211735623231,0.4432
"H3K9me","H4K5acK12ac",0.644211735623231,0.4432
"H4K5acK8acK12acK16ac","H3K4me",-0.377778367297824,0.4484
"H3K4me","H4K5acK8acK12acK16ac",-0.377778367297824,0.4484
"H4K16ac","H3K23ac",-0.167041402350617,0.4492
"H3K23ac","H4K16ac",-0.167041402350617,0.4492
"H4K8acK12ac","H4K5acK8acK12acK16ac",-0.52239370102119,0.4502
"H4K5acK8acK12acK16ac","H4K8acK12ac",-0.52239370102119,0.4502
"H3K18ac","H3K9ac",-0.859798908446443,0.4514
"H3K9ac","H3K18ac",-0.859798908446443,0.4514
"H4K5ac","H4K8ac",0.322489758291253,0.4538
"H4K8ac","H4K5ac",0.322489758291253,0.4538
"H3K27me2K36me","H4K5acK12acK16ac",-0.110753600732355,0.4562
"H4K5acK12acK16ac","H3K27me2K36me",-0.110753600732355,0.4562
"H3K36me2","H2A1BK15ac",0.734228416229932,0.457
"H2A1BK15ac","H3K36me2",0.734228416229932,0.457
"H1K25me","H4K5acK12acK16ac",-0.516168246010547,0.4572
"H4K5acK12acK16ac","H1K25me",-0.516168246010547,0.4572
"H4K8acK12acK16ac","H3K27meK36me2",0.625846708233474,0.4622
"H3K27meK36me2","H4K8acK12acK16ac",0.625846708233474,0.4622
"H4K5acK8acK16ac","H1.2K33ac",0.287547152791948,0.463
"H1.2K33ac","H4K5acK8acK16ac",0.287547152791948,0.463
"H3K18ac","H3K79me",0.294814795925132,0.463
"H3K79me","H3K18ac",0.294814795925132,0.463
"H4K8acK16ac","H3K9me2",-0.121771751673303,0.4638
"H3K9me2","H4K8acK16ac",-0.121771751673303,0.4638
"H3K9ac","H3K9me3",-0.99099764160179,0.468
"H3K9me3","H3K9ac",-0.99099764160179,0.468
"H1K25me","H3K14ac",0.105112453117017,0.4684
"H3K14ac","H1K25me",0.105112453117017,0.4684
"H3K27me2K36me","H3K27meK36me2",-0.322831112590942,0.4686
"H3K27meK36me2","H3K27me2K36me",-0.322831112590942,0.4686
"H4K5acK16ac","H3K27meK36me2",-0.169414734881731,0.4724
"H3K27meK36me2","H4K5acK16ac",-0.169414734881731,0.4724
"H3K9me","H3K4me",-0.711876096548732,0.4758
"H3K4me","H3K9me",-0.711876096548732,0.4758
"H4K5acK8acK16ac","H3K9meK14ac",0.325785395859794,0.4822
"H3K9meK14ac","H4K5acK8acK16ac",0.325785395859794,0.4822
"H4K8acK12ac","H3K18ac",-0.782450943434648,0.4852
"H3K18ac","H4K8acK12ac",-0.782450943434648,0.4852
"H3K9me2K14ac","H3K9meK14ac",0.260136834606048,0.4866
"H3K9meK14ac","H3K9me2K14ac",0.260136834606048,0.4866
"H4K5acK12acK16ac","H3K18acK23ac",0.209307169917394,0.487
"H3K18acK23ac","H4K5acK12acK16ac",0.209307169917394,0.487
"H1K25me","H2AJK5acK9ac",0.720318388758298,0.487
"H2AJK5acK9ac","H1K25me",0.720318388758298,0.487
"H1.5K33ac","H3K18acK23ac",-0.0772820374652091,0.4906
"H3K18acK23ac","H1.5K33ac",-0.0772820374652091,0.4906
"H3K79me","H4K5acK8acK16ac",-0.239356327863502,0.4908
"H4K5acK8acK16ac","H3K79me",-0.239356327863502,0.4908
"H4K8acK12ac","H1.2K33ac",-0.0763738563824402,0.4912
"H1.2K33ac","H4K8acK12ac",-0.0763738563824402,0.4912
"H3K9ac","H2A1BK15ac",-0.446477336429946,0.492
"H2A1BK15ac","H3K9ac",-0.446477336429946,0.492
"H3K9acK14ac","H2A1BK15ac",0.0993999213821913,0.493
"H2A1BK15ac","H3K9acK14ac",0.0993999213821913,0.493
"H3K9me3","H3K18acK23ac",0.276480976381406,0.4942
"H3K18acK23ac","H3K9me3",0.276480976381406,0.4942
"H3K27me2K36me","H3K18acK23ac",-0.0699210899937474,0.4952
"H3K18acK23ac","H3K27me2K36me",-0.0699210899937474,0.4952
"H3K79me","H3K9me3",0.624531253721006,0.4958
"H3K9me3","H3K79me",0.624531253721006,0.4958
"H4K5acK8acK12ac","H3K18acK23ac",0.200622149962178,0.5018
"H3K18acK23ac","H4K5acK8acK12ac",0.200622149962178,0.5018
"H1K25me","H1.2K33ac",-0.614961153739617,0.5038
"H1.2K33ac","H1K25me",-0.614961153739617,0.5038
"H4K8acK12acK16ac","H4K5ac",-0.000844261854788101,0.504
"H4K5ac","H4K8acK12acK16ac",-0.000844261854788101,0.504
"H3K14ac","H3K36me2",0.677527649747214,0.509
"H3K36me2","H3K14ac",0.677527649747214,0.509
"H4K12acK16ac","H3K36me2",-0.17487563517103,0.511
"H3K36me2","H4K12acK16ac",-0.17487563517103,0.511
"H4K5acK8acK12ac","H3K9me",0.0789653052152451,0.5114
"H3K9me","H4K5acK8acK12ac",0.0789653052152451,0.5114
"H3K4me","H3K9me2",0.434504779819027,0.5118
"H3K9me2","H3K4me",0.434504779819027,0.5118
"H4K16ac","H4K5acK8ac",0.436156140963896,0.5122
"H4K5acK8ac","H4K16ac",0.436156140963896,0.5122
"H3K23su","H3K9me3",-0.631024571376813,0.5128
"H3K9me3","H3K23su",-0.631024571376813,0.5128
"H3K9me","H3K27meK36me2",-0.0321171733793549,0.5178
"H3K27meK36me2","H3K9me",-0.0321171733793549,0.5178
"H4K16ac","H4K5acK12acK16ac",-0.94109943687318,0.518
"H4K5acK12acK16ac","H4K16ac",-0.94109943687318,0.518
"H2AJK5acT6ac","H3K27me2K36me",0.0792242195044351,0.5182
"H3K27me2K36me","H2AJK5acT6ac",0.0792242195044351,0.5182
"H3K23ac","H3K9me2K14ac",0.389664037475188,0.5198
"H3K9me2K14ac","H3K23ac",0.389664037475188,0.5198
"H3K27me2K36me","H4K8acK16ac",-0.238776464189902,0.5212
"H4K8acK16ac","H3K27me2K36me",-0.238776464189902,0.5212
"H3K9acK14ac","H3K9ac",0.634927990367573,0.5228
"H3K9ac","H3K9acK14ac",0.634927990367573,0.5228
"H4K8acK12ac","H3K27meK36me2",-0.0533668301057937,0.5262
"H3K36me2","H4K5acK8ac",-0.161797673546621,0.5262
"H4K5acK8ac","H3K36me2",-0.161797673546621,0.5262
"H3K27meK36me2","H4K8acK12ac",-0.0533668301057937,0.5262
"H4K5acK8acK12acK16ac","H3K18acK23ac",0.237459793364559,0.5266
"H3K18acK23ac","H4K5acK8acK12acK16ac",0.237459793364559,0.5266
"H3K9me3K14ac","H4K12ac",-1.21345609393516,0.528
"H4K12ac","H3K9me3K14ac",-1.21345609393516,0.528
"H2AJK5acK9ac","H1.2K33ac",-0.844699051093289,0.5304
"H1.2K33ac","H2AJK5acK9ac",-0.844699051093289,0.5304
"H3K18ac","H3K9me3K14ac",0.0139420802190816,0.5316
"H3K9me3K14ac","H3K18ac",0.0139420802190816,0.5316
"H3K23ac","H4K5acK8acK12acK16ac",-0.0497548775824647,0.5318
"H4K5acK8acK12acK16ac","H3K23ac",-0.0497548775824647,0.5318
"H1K25me","H3K9me3",0.372580314003145,0.5334
"H3K9me3","H1K25me",0.372580314003145,0.5334
"H3K4me","H3K9me3",0.245738291098093,0.5346
"H3K9me3","H3K4me",0.245738291098093,0.5346
"H3K9me","H4K5acK16ac",0.29459822261123,0.5364
"H4K5acK16ac","H3K9me",0.29459822261123,0.5364
"H4K8acK12ac","H4K5acK16ac",0.2152330149553,0.5398
