folder,filename,gradient,date,experiment,replicate,well,type,multiplier,condition,run_id,notes
nabut_4_5cm_cells,BM20231029_Ultra_IO5_200nl_15min_230911_nabut_4_L5_treat_Slot1-1_1_3807.d,15,230911,nabut,4,L5,cell,1,treat,3807,
nabut_4_5cm_cells,BM20231029_Ultra_IO5_200nl_15min_230911_nabut_4_M3_mix_Slot1-1_1_3814.d,15,230911,nabut,4,M3,cell,1,mix,3814,
nabut_4_5cm_cells,BM20231029_Ultra_IO5_200nl_15min_230911_nabut_4_M5_treat_Slot1-1_1_3808.d,15,230911,nabut,4,M5,cell,1,treat,3808,
nabut_4_5cm_cells,BM20231029_Ultra_IO5_200nl_15min_230911_nabut_4_N3_mix_Slot1-1_1_3815.d,15,230911,nabut,4,N3,cell,1,mix,3815,
nabut_4_5cm_cells,BM20231029_Ultra_IO5_200nl_15min_230911_nabut_4_N4_ctrl_Slot1-1_1_3796.d,15,230911,nabut,4,N4,cell,1,control,3796,
nabut_4_5cm_cells,BM20231029_Ultra_IO5_200nl_15min_230911_nabut_4_N5_treat_Slot1-1_1_3809.d,15,230911,nabut,4,N5,cell,1,treat,3809,
nabut_4_5cm_cells,BM20231029_Ultra_IO5_200nl_15min_230911_nabut_4_O3_mix_Slot1-1_1_3816.d,15,230911,nabut,4,O3,cell,1,mix,3816,
nabut_4_5cm_cells,BM20231029_Ultra_IO5_200nl_15min_230911_nabut_4_O4_ctrl_Slot1-1_1_3797.d,15,230911,nabut,4,O4,cell,1,control,3797,
nabut_4_5cm_cells,BM20231029_Ultra_IO5_200nl_15min_230911_nabut_4_O5_treat_Slot1-1_1_3810.d,15,230911,nabut,4,O5,cell,1,treat,3810,
nabut_4_cells,BM20231010_Ultra_IO25_200nl_30min_230911_nabut_4_B2_empty_Slot1-1_1_3639.d,30,230911,nabut,4,B2,cell,0,,3639,
nabut_4_cells,BM20231010_Ultra_IO25_200nl_30min_230911_nabut_4_B4_empty_Slot1-1_1_3674.d,30,230911,nabut,4,B4,cell,0,,3674,
nabut_4_cells,BM20231010_Ultra_IO25_200nl_30min_230911_nabut_4_control_C2_100_Slot1-1_1_3652.d,30,230911,nabut,4,C2,cell,100,control,3652,
nabut_4_cells,BM20231010_Ultra_IO25_200nl_30min_230911_nabut_4_control_C4_100_Slot1-1_1_3653.d,30,230911,nabut,4,C4,cell,100,control,3653,
nabut_4_cells,BM20231010_Ultra_IO25_200nl_30min_230911_nabut_4_D2_mix_Slot1-1_1_3640.d,30,230911,nabut,4,D2,cell,1,mix,3640,
nabut_4_cells,BM20231010_Ultra_IO25_200nl_30min_230911_nabut_4_D4_ctrl_Slot1-1_1_3668.d,30,230911,nabut,4,D4,cell,1,control,3668,
nabut_4_cells,BM20231010_Ultra_IO25_200nl_30min_230911_nabut_4_D5_treat_Slot1-1_1_3675.d,30,230911,nabut,4,D5,cell,1,treat,3675,
nabut_4_cells,BM20231010_Ultra_IO25_200nl_30min_230911_nabut_4_E2_mix_Slot1-1_1_3641.d,30,230911,nabut,4,E2,cell,1,mix,3641,
nabut_4_cells,BM20231010_Ultra_IO25_200nl_30min_230911_nabut_4_E3_mix_Slot1-1_1_3682.d,30,230911,nabut,4,E3,cell,1,mix,3682,
nabut_4_cells,BM20231010_Ultra_IO25_200nl_30min_230911_nabut_4_E4_ctrl_Slot1-1_1_3669.d,30,230911,nabut,4,E4,cell,1,control,3669,
nabut_4_cells,BM20231010_Ultra_IO25_200nl_30min_230911_nabut_4_E5_treat_Slot1-1_1_3676.d,30,230911,nabut,4,E5,cell,1,treat,3676,
nabut_4_cells,BM20231010_Ultra_IO25_200nl_30min_230911_nabut_4_F2_mix_Slot1-1_1_3642.d,30,230911,nabut,4,F2,cell,1,mix,3642,
nabut_4_cells,BM20231010_Ultra_IO25_200nl_30min_230911_nabut_4_F3_mix_Slot1-1_1_3683.d,30,230911,nabut,4,F3,cell,1,mix,3683,
nabut_4_cells,BM20231010_Ultra_IO25_200nl_30min_230911_nabut_4_F4_ctrl_Slot1-1_1_3670.d,30,230911,nabut,4,F4,cell,1,control,3670,
nabut_4_cells,BM20231010_Ultra_IO25_200nl_30min_230911_nabut_4_F5_treat_Slot1-1_1_3677.d,30,230911,nabut,4,F5,cell,1,treat,3677,
nabut_4_cells,BM20231010_Ultra_IO25_200nl_30min_230911_nabut_4_G2_mix_Slot1-1_1_3643.d,30,230911,nabut,4,G2,cell,1,mix,3643,
nabut_4_cells,BM20231010_Ultra_IO25_200nl_30min_230911_nabut_4_G3_mix_Slot1-1_1_3684.d,30,230911,nabut,4,G3,cell,1,mix,3684,
nabut_4_cells,BM20231010_Ultra_IO25_200nl_30min_230911_nabut_4_G4_ctrl_Slot1-1_1_3671.d,30,230911,nabut,4,G4,cell,1,control,3671,
nabut_4_cells,BM20231010_Ultra_IO25_200nl_30min_230911_nabut_4_G5_treat_Slot1-1_1_3678.d,30,230911,nabut,4,G5,cell,1,treat,3678,
nabut_4_cells,BM20231010_Ultra_IO25_200nl_30min_230911_nabut_4_H2_mix_Slot1-1_1_3644.d,30,230911,nabut,4,H2,cell,1,mix,3644,
nabut_4_cells,BM20231010_Ultra_IO25_200nl_30min_230911_nabut_4_H3_mix_Slot1-1_1_3685.d,30,230911,nabut,4,H3,cell,1,mix,3685,
nabut_4_cells,BM20231010_Ultra_IO25_200nl_30min_230911_nabut_4_H4_ctrl_Slot1-1_1_3672.d,30,230911,nabut,4,H4,cell,1,control,3672,
nabut_4_cells,BM20231010_Ultra_IO25_200nl_30min_230911_nabut_4_H5_treat_Slot1-1_1_3679.d,30,230911,nabut,4,H5,cell,1,treat,3679,
nabut_4_cells,BM20231010_Ultra_IO25_200nl_30min_230911_nabut_4_I2_mix_Slot1-1_1_3645.d,30,230911,nabut,4,I2,cell,1,mix,3645,
nabut_4_cells,BM20231010_Ultra_IO25_200nl_30min_230911_nabut_4_I3_mix_Slot1-1_1_3686.d,30,230911,nabut,4,I3,cell,1,mix,3686,
nabut_4_cells,BM20231010_Ultra_IO25_200nl_30min_230911_nabut_4_I4_ctrl_Slot1-1_1_3673.d,30,230911,nabut,4,I4,cell,1,control,3673,
nabut_4_cells,BM20231010_Ultra_IO25_200nl_30min_230911_nabut_4_I5_treat_Slot1-1_1_3680.d,30,230911,nabut,4,I5,cell,1,treat,3680,
nabut_4_cells,BM20231010_Ultra_IO25_200nl_30min_230911_nabut_4_J2_mix_Slot1-1_1_3646.d,30,230911,nabut,4,J2,cell,1,mix,3646,
nabut_4_cells,BM20231010_Ultra_IO25_200nl_30min_230911_nabut_4_K2_mix_Slot1-1_1_3647.d,30,230911,nabut,4,K2,cell,1,mix,3647,
nabut_4_cells,BM20231010_Ultra_IO25_200nl_30min_230911_nabut_4_L2_mix_Slot1-1_1_3648.d,30,230911,nabut,4,L2,cell,1,mix,3648,
nabut_4_cells,BM20231010_Ultra_IO25_200nl_30min_230911_nabut_4_M2_mix_Slot1-1_1_3649.d,30,230911,nabut,4,M2,cell,1,mix,3649,
nabut_4_cells,BM20231010_Ultra_IO25_200nl_30min_230911_nabut_4_N2_mix_Slot1-1_1_3650.d,30,230911,nabut,4,N2,cell,1,mix,3650,
nabut_4_cells,BM20231010_Ultra_IO25_200nl_30min_230911_nabut_4_O2_mix_Slot1-1_1_3651.d,30,230911,nabut,4,O2,cell,1,mix,3651,
nabut_4_cells,BM20231010_Ultra_IO25_200nl_30min_230911_nabut_4_treat_C3_100_Slot1-1_1_3655.d,30,230911,nabut,4,C3,cell,100,treat,3655,
nabut_4_cells,BM20231010_Ultra_IO25_200nl_30min_230911_nabut_4_treat_C5_100_Slot1-1_1_3656.d,30,230911,nabut,4,C5,cell,100,treat,3656,
nabut_4_hist,BM20231010_Ultra_IO25_200nl_30min_230911_nabut_4_histStand_B6_empty_Slot1-1_1_3658.d,30,230911,nabut,4,B6,standard,0,,3658,
nabut_4_hist,BM20231010_Ultra_IO25_200nl_30min_230911_nabut_4_histStand_C6_100_Slot1-1_1_3663.d,30,230911,nabut,4,C6,standard,100,,3663,
nabut_4_hist,BM20231010_Ultra_IO25_200nl_30min_230911_nabut_4_histStand_F6_1_Slot1-1_1_3659.d,30,230911,nabut,4,F6,standard,1,,3659,
nabut_4_hist,BM20231010_Ultra_IO25_200nl_30min_230911_nabut_4_histStand_G6_2_Slot1-1_1_3660.d,30,230911,nabut,4,G6,standard,2,,3660,
nabut_4_hist,BM20231010_Ultra_IO25_200nl_30min_230911_nabut_4_histStand_K6_4_Slot1-1_1_3661.d,30,230911,nabut,4,K6,standard,4,,3661,
nabut_4_hist,BM20231010_Ultra_IO25_200nl_30min_230911_nabut_4_histStand_L6_8_Slot1-1_1_3662.d,30,230911,nabut,4,L6,standard,8,,3662,
230620_auto_cells,BM20230623_Ultra_IO25_200nl_30min2_diaPASEF_230620_P4_1_D4_Slot1-1_1_1300.d,30,230620,auto,1,D4,cell,1,,1300,
230620_auto_cells,BM20230623_Ultra_IO25_200nl_30min2_diaPASEF_230620_P4_1_E4_Slot1-1_1_1301.d,30,230620,auto,1,E4,cell,1,,1301,
230620_auto_cells,BM20230623_Ultra_IO25_200nl_30min2_diaPASEF_230620_P4_1_F4_Slot1-1_1_1302.d,30,230620,auto,1,F4,cell,1,,1302,
230620_auto_cells,BM20230623_Ultra_IO25_200nl_30min2_diaPASEF_230620_P4_1_G4_Slot1-1_1_1305.d,30,230620,auto,1,G4,cell,1,,1305,
230620_auto_cells,BM20230623_Ultra_IO25_200nl_30min2_diaPASEF_230620_P4_1_H4_Slot1-1_1_1306.d,30,230620,auto,1,H4,cell,1,,1306,
230620_auto_cells,BM20230623_Ultra_IO25_200nl_30min2_diaPASEF_230620_P4_1_I4_Slot1-1_1_1307.d,30,230620,auto,1,I4,cell,1,,1307,
230620_auto_cells,BM20230623_Ultra_IO25_200nl_30min2_diaPASEF_230620_P4_2_J4_Slot1-1_1_1309.d,30,230620,auto,1,J4,cell,2,,1309,
230620_auto_cells,BM20230623_Ultra_IO25_200nl_30min2_diaPASEF_230620_P4_2_K4_Slot1-1_1_1310.d,30,230620,auto,1,K4,cell,2,,1310,
230620_auto_cells,BM20230623_Ultra_IO25_200nl_30min2_diaPASEF_230620_P4_4_L4_Slot1-1_1_1312.d,30,230620,auto,1,L4,cell,4,,1312,
230620_auto_cells,BM20230623_Ultra_IO25_200nl_30min2_diaPASEF_230620_P4_4_M4_Slot1-1_1_1313.d,30,230620,auto,1,M4,cell,4,,1313,
230620_auto_cells,BM20230623_Ultra_IO25_200nl_30min2_diaPASEF_230620_P4_8_N4_Slot1-1_1_1315.d,30,230620,auto,1,N4,cell,8,,1315,
230620_auto_cells,BM20230623_Ultra_IO25_200nl_30min2_diaPASEF_230620_P4_8_O4_Slot1-1_1_1316.d,30,230620,auto,1,O4,cell,8,,1316,
230620_auto_cells,BM20230623_Ultra_IO25_200nl_30min2_diaPASEF_230620_P4_100_C4_Slot1-1_1_1298.d,30,230620,auto,1,C4,cell,100,,1298,
230620_auto_cells,BM20230623_Ultra_IO25_200nl_30min2_diaPASEF_230620_P4_empty_B4_Slot1-1_1_1304.d,30,230620,auto,1,B4,cell,0,,1304,
230620_auto_cells,BM20230624_Ultra_IO25_200nl_30min2_diaPASEF_230620_P4_1_D3_Slot1-1_1_1321.d,30,230620,auto,1,D3,cell,1,,1321,
230620_auto_cells,BM20230624_Ultra_IO25_200nl_30min2_diaPASEF_230620_P4_1_E3_Slot1-1_1_1322.d,30,230620,auto,1,E3,cell,1,,1322,
230620_auto_cells,BM20230624_Ultra_IO25_200nl_30min2_diaPASEF_230620_P4_1_F3_Slot1-1_1_1323.d,30,230620,auto,1,F3,cell,1,,1323,
230620_auto_cells,BM20230624_Ultra_IO25_200nl_30min2_diaPASEF_230620_P4_1_G3_Slot1-1_1_1325.d,30,230620,auto,1,G3,cell,1,,1325,
230620_auto_cells,BM20230624_Ultra_IO25_200nl_30min2_diaPASEF_230620_P4_1_H2_Slot1-1_1_1341.d,30,230620,auto,1,H2,cell,1,,1341,
230620_auto_cells,BM20230624_Ultra_IO25_200nl_30min2_diaPASEF_230620_P4_1_H3_Slot1-1_1_1326.d,30,230620,auto,1,H3,cell,1,,1326,
230620_auto_cells,BM20230624_Ultra_IO25_200nl_30min2_diaPASEF_230620_P4_1_I2_Slot1-1_1_1342.d,30,230620,auto,1,I2,cell,1,,1342,
230620_auto_cells,BM20230624_Ultra_IO25_200nl_30min2_diaPASEF_230620_P4_1_I3_Slot1-1_1_1327.d,30,230620,auto,1,I3,cell,1,,1327,
230620_auto_cells,BM20230624_Ultra_IO25_200nl_30min2_diaPASEF_230620_P4_2_J2_Slot1-1_1_1344.d,30,230620,auto,1,J2,cell,2,,1344,
230620_auto_cells,BM20230624_Ultra_IO25_200nl_30min2_diaPASEF_230620_P4_2_J3_Slot1-1_1_1329.d,30,230620,auto,1,J3,cell,2,,1329,
230620_auto_cells,BM20230624_Ultra_IO25_200nl_30min2_diaPASEF_230620_P4_2_K2_Slot1-1_1_1345.d,30,230620,auto,1,K2,cell,2,,1345,
230620_auto_cells,BM20230624_Ultra_IO25_200nl_30min2_diaPASEF_230620_P4_2_K3_Slot1-1_1_1330.d,30,230620,auto,1,K3,cell,2,,1330,
230620_auto_cells,BM20230624_Ultra_IO25_200nl_30min2_diaPASEF_230620_P4_4_L2_Slot1-1_1_1347.d,30,230620,auto,1,L2,cell,4,,1347,
230620_auto_cells,BM20230624_Ultra_IO25_200nl_30min2_diaPASEF_230620_P4_4_L3_Slot1-1_1_1332.d,30,230620,auto,1,L3,cell,4,,1332,
230620_auto_cells,BM20230624_Ultra_IO25_200nl_30min2_diaPASEF_230620_P4_4_M3_Slot1-1_1_1333.d,30,230620,auto,1,M3,cell,4,,1333,
230620_auto_cells,BM20230624_Ultra_IO25_200nl_30min2_diaPASEF_230620_P4_8_N3_Slot1-1_1_1335.d,30,230620,auto,1,N3,cell,8,,1335,
230620_auto_cells,BM20230624_Ultra_IO25_200nl_30min2_diaPASEF_230620_P4_8_O3_Slot1-1_1_1336.d,30,230620,auto,1,O3,cell,8,,1336,
230620_auto_cells,BM20230624_Ultra_IO25_200nl_30min2_diaPASEF_230620_P4_100_C2_Slot1-1_1_1339.d,30,230620,auto,1,C2,cell,100,,1339,
230620_auto_cells,BM20230624_Ultra_IO25_200nl_30min2_diaPASEF_230620_P4_100_C3_Slot1-1_1_1319.d,30,230620,auto,1,C3,cell,100,,1319,
230620_auto_cells,BM20230624_Ultra_IO25_200nl_30min2_diaPASEF_230620_P4_empty_B2_Slot1-1_1_1338.d,30,230620,auto,1,B2,cell,0,,1338,
230620_auto_cells,BM20230624_Ultra_IO25_200nl_30min2_diaPASEF_230620_P4_empty_B3_Slot1-1_1_1318.d,30,230620,auto,1,B3,cell,0,,1318,
230620_auto_hist,BM20230622_Ultra_IO25_200nl_30min2_diaPASEF_230620_P4_1_hist_stndrd_D5_Slot1-1_1_1281.d,30,230620,auto,1,D5,standard,1,,1281,
230620_auto_hist,BM20230622_Ultra_IO25_200nl_30min2_diaPASEF_230620_P4_1_hist_stndrd_E5_Slot1-1_1_1282.d,30,230620,auto,1,E5,standard,1,,1282,
230620_auto_hist,BM20230622_Ultra_IO25_200nl_30min2_diaPASEF_230620_P4_1_hist_stndrd_F5_Slot1-1_1_1283.d,30,230620,auto,1,F5,standard,1,,1283,
230620_auto_hist,BM20230622_Ultra_IO25_200nl_30min2_diaPASEF_230620_P4_1_hist_stndrd_G5_Slot1-1_1_1285.d,30,230620,auto,1,G5,standard,1,,1285,
230620_auto_hist,BM20230622_Ultra_IO25_200nl_30min2_diaPASEF_230620_P4_1_hist_stndrd_H5_Slot1-1_1_1286.d,30,230620,auto,1,H5,standard,1,,1286,
230620_auto_hist,BM20230622_Ultra_IO25_200nl_30min2_diaPASEF_230620_P4_1_hist_stndrd_I5_Slot1-1_1_1287.d,30,230620,auto,1,I5,standard,1,,1287,
230620_auto_hist,BM20230622_Ultra_IO25_200nl_30min2_diaPASEF_230620_P4_2_hist_stndrd_J5_Slot1-1_1_1289.d,30,230620,auto,1,J5,standard,2,,1289,
230620_auto_hist,BM20230622_Ultra_IO25_200nl_30min2_diaPASEF_230620_P4_2_hist_stndrd_K5_Slot1-1_1_1290.d,30,230620,auto,1,K5,standard,2,,1290,
230620_auto_hist,BM20230622_Ultra_IO25_200nl_30min2_diaPASEF_230620_P4_4_hist_stndrd_L5_Slot1-1_1_1292.d,30,230620,auto,1,L5,standard,4,,1292,
230620_auto_hist,BM20230622_Ultra_IO25_200nl_30min2_diaPASEF_230620_P4_4_hist_stndrd_M5_Slot1-1_1_1293.d,30,230620,auto,1,M5,standard,4,,1293,
230620_auto_hist,BM20230622_Ultra_IO25_200nl_30min2_diaPASEF_230620_P4_8_hist_stndrd_N5_Slot1-1_1_1295.d,30,230620,auto,1,N5,standard,8,,1295,
230620_auto_hist,BM20230622_Ultra_IO25_200nl_30min2_diaPASEF_230620_P4_8_hist_stndrd_O5_Slot1-1_1_1296.d,30,230620,auto,1,O5,standard,8,,1296,
230620_auto_hist,BM20230622_Ultra_IO25_200nl_30min2_diaPASEF_230620_P4_100_hist_stndrd_C5_Slot1-1_1_1279.d,30,230620,auto,1,C5,standard,100,,1279,
